comparison,sample_id,model_a,model_b,temperature_a,temperature_b,repeat_a,repeat_b,token,logprob_a,logprob_b,logprob_delta_b_minus_a,probability_delta_b_minus_a
model: mini -> 4o at T0,task_05_tomato_sauce_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2,E,-14.000028610229492,-11.813469886779785,2.186558723449707,6.572645199313483e-06
model: mini -> 4o at T0,task_05_tomato_sauce_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2,F,-2.856408536899835e-05,-11.516594886779785,-11.516566322694416,-0.9999614729495576
model: mini -> 4o at T0,task_05_tomato_sauce_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2,G,-22.625028610229492,-9.157219886779785,13.467808723449707,0.00010545552028839941
model: mini -> 4o at T0,task_05_tomato_sauce_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2,N,-26.625028610229492,-7.563469409942627,19.061559200286865,0.0005190712426151481
model: mini -> 4o at T0,task_05_tomato_sauce_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,A,-3.7732739448547363,-9.218993186950684,-5.445719242095947,-0.022877577061478378
model: mini -> 4o at T0,task_05_tomato_sauce_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,B,-13.523274421691895,-9.468993186950684,4.054281234741211,7.586968423040943e-05
model: mini -> 4o at T0,task_05_tomato_sauce_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,C,-20.523273468017578,-0.00024287392443511635,20.523030594093143,0.9997571543456554
model: mini -> 4o at T0,task_05_tomato_sauce_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,D,-15.398274421691895,-11.437743186950684,3.960531234741211,1.0575399836711552e-05
model: mini -> 4o at T0,task_05_tomato_sauce_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,E,-0.023274015635252,-12.547118186950684,-12.523844171315432,-0.9769911801256616
model: mini -> 4o at T0,task_05_tomato_sauce_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,F,-10.523274421691895,-12.937743186950684,-2.414468765258789,-2.4497432052179548e-05
model: mini -> 4o at T0,task_05_tomato_sauce_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,G,-21.398273468017578,-10.218993186950684,11.179280281066895,3.647048890618003e-05
model: mini -> 4o at T0,task_05_tomato_sauce_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1,A,-9.500076293945312,-8.56298828125,0.9370880126953125,0.00011620141664578456
model: mini -> 4o at T0,task_05_tomato_sauce_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1,B,-16.125076293945312,-8.78173828125,7.3433380126953125,0.00015341170346512664
model: mini -> 4o at T0,task_05_tomato_sauce_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1,C,-23.250076293945312,-0.0004885728703811765,23.24958772107493,0.9995115463819951
model: mini -> 4o at T0,task_05_tomato_sauce_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1,D,-18.000076293945312,-11.37548828125,6.6245880126953125,1.1458067509458303e-05
model: mini -> 4o at T0,task_05_tomato_sauce_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1,E,-7.588793960167095e-05,-12.15673828125,-12.156662393310398,-0.999918862081987
model: mini -> 4o at T0,task_05_tomato_sauce_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1,F,-14.000076293945312,-13.04736328125,0.9527130126953125,1.324303228138775e-06
model: mini -> 4o at T0,task_05_tomato_sauce_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1,G,-24.500076293945312,-9.40673828125,15.093338012695312,8.216849844975047e-05
model: mini -> 4o at T0,task_05_tomato_sauce_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2,A,-9.500076293945312,-8.56298828125,0.9370880126953125,0.00011620141664578456
model: mini -> 4o at T0,task_05_tomato_sauce_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2,B,-16.125076293945312,-8.78173828125,7.3433380126953125,0.00015341170346512664
model: mini -> 4o at T0,task_05_tomato_sauce_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2,C,-23.250076293945312,-0.0004885728703811765,23.24958772107493,0.9995115463819951
model: mini -> 4o at T0,task_05_tomato_sauce_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2,D,-18.000076293945312,-11.37548828125,6.6245880126953125,1.1458067509458303e-05
model: mini -> 4o at T0,task_05_tomato_sauce_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2,E,-7.588793960167095e-05,-12.15673828125,-12.156662393310398,-0.999918862081987
model: mini -> 4o at T0,task_05_tomato_sauce_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2,F,-14.000076293945312,-13.04736328125,0.9527130126953125,1.324303228138775e-06
model: mini -> 4o at T0,task_05_tomato_sauce_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2,G,-24.500076293945312,-9.40673828125,15.093338012695312,8.216849844975047e-05
model: mini -> 4o at T0,task_06_butter_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0, G,-22.0,-16.838083267211914,5.161916732788086,4.839688157209266e-08
model: mini -> 4o at T0,task_06_butter_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,E,-30.0,-7.2599592208862305,22.74004077911377,0.0007031367082201026
model: mini -> 4o at T0,task_06_butter_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,G,0.0,-0.009959128685295582,-0.009959128685295582,-0.009909700785570963
model: mini -> 4o at T0,task_06_butter_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,N,-24.75,-5.5099592208862305,19.24004077911377,0.004046272365427284
model: mini -> 4o at T0,task_06_butter_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1, G,-22.375,-16.92070960998535,5.454290390014648,4.462387988483105e-08
model: mini -> 4o at T0,task_06_butter_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1,E,-30.5,-6.56133508682251,23.93866491317749,0.0014139966412521703
model: mini -> 4o at T0,task_06_butter_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1,G,0.0,-0.014460108242928982,-0.014460108242928982,-0.014356062983366558
model: mini -> 4o at T0,task_06_butter_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1,N,-26.625,-5.38946008682251,21.23553991317749,0.004564437067561248
model: mini -> 4o at T0,task_06_butter_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2, G,-22.0,-16.548696517944336,5.451303482055664,6.473288745980795e-08
model: mini -> 4o at T0,task_06_butter_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2,E,-30.0,-6.204946041107178,23.795053958892822,0.0020194177712839372
model: mini -> 4o at T0,task_06_butter_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2,G,0.0,-0.01744590513408184,-0.01744590513408184,-0.01729460645622316
model: mini -> 4o at T0,task_06_butter_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2,N,-24.75,-5.173696041107178,19.576303958892822,0.005663597181213775
model: mini -> 4o at T0,task_06_butter_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,E,-29.0,-6.1908860206604,22.8091139793396,0.0020480113685210737
model: mini -> 4o at T0,task_06_butter_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,G,0.0,-1.1908860206604004,-1.1908860206604004,-0.696048162882045
model: mini -> 4o at T0,task_06_butter_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,N,-24.25,-0.3783860206604004,23.8716139793396,0.684966038553274
model: mini -> 4o at T0,task_06_butter_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1, G,-22.5,-16.6030330657959,5.896966934204102,6.1404383355657e-08
model: mini -> 4o at T0,task_06_butter_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1,E,-29.0,-6.181158542633057,22.818841457366943,0.002068030564397094
model: mini -> 4o at T0,task_06_butter_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1,G,0.0,-0.3842836320400238,-0.3842836320400238,-0.3190617361217226
model: mini -> 4o at T0,task_06_butter_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1,N,-24.25,-1.1967836618423462,23.053216338157654,0.302164513892661
model: mini -> 4o at T0,task_06_butter_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2, G,-22.5,-16.6030330657959,5.896966934204102,6.1404383355657e-08
model: mini -> 4o at T0,task_06_butter_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2,E,-29.0,-6.181158542633057,22.818841457366943,0.002068030564397094
model: mini -> 4o at T0,task_06_butter_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2,G,0.0,-0.3842836320400238,-0.3842836320400238,-0.3190617361217226
model: mini -> 4o at T0,task_06_butter_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2,N,-24.25,-1.1967836618423462,23.053216338157654,0.302164513892661
model: mini -> 4o at T0,task_07_milk_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0, B,-24.125,-16.094419479370117,8.030580520629883,1.0236255228297665e-07
model: mini -> 4o at T0,task_07_milk_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,A,-22.125,-7.313169479370117,14.811830520629883,0.0006667003598409743
model: mini -> 4o at T0,task_07_milk_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,B,0.0,-0.0006695479387417436,-0.0006695479387417436,-0.0006693238415379499
model: mini -> 4o at T0,task_07_milk_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,C,-25.375,-13.156919479370117,12.218080520629883,1.932058738468736e-06
model: mini -> 4o at T0,task_07_milk_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,D,-26.875,-15.766294479370117,11.108705520629883,1.4216045381574813e-07
model: mini -> 4o at T0,task_07_milk_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,E,-30.125,-15.453794479370117,14.671205520629883,1.9431313050029506e-07
model: mini -> 4o at T0,task_07_milk_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,F,-28.75,-16.235044479370117,12.514955520629883,8.896274496839675e-08
model: mini -> 4o at T0,task_07_milk_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,G,-26.25,-19.031919479370117,7.218080520629883,5.4228032155961125e-09
model: mini -> 4o at T0,task_07_milk_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,N,-28.375,-16.797544479370117,11.577455520629883,5.0689155003157776e-08
model: mini -> 4o at T0,task_07_milk_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1, B,-23.75,-15.612017631530762,8.137982368469238,1.6582880093314164e-07
model: mini -> 4o at T0,task_07_milk_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1,A,-31.375,-5.940142631530762,25.43485736846924,0.0026316542673428134
model: mini -> 4o at T0,task_07_milk_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1,B,0.0,-0.0026427218690514565,-0.0026427218690514565,-0.00263923295370061
model: mini -> 4o at T0,task_07_milk_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1,C,-32.625,-12.065142631530762,20.55985736846924,5.756720329213609e-06
model: mini -> 4o at T0,task_07_milk_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1,D,-32.625,-14.830767631530762,17.79423236846924,3.623092709426959e-07
model: mini -> 4o at T0,task_07_milk_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2, B,-23.75,-15.438916206359863,8.311083793640137,1.9717739836598918e-07
model: mini -> 4o at T0,task_07_milk_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2,A,-31.375,-6.563915729522705,24.811084270477295,0.0014103523255357
model: mini -> 4o at T0,task_07_milk_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2,B,0.0,-0.0014159500133246183,-0.0014159500133246183,-0.0014149480290801542
model: mini -> 4o at T0,task_07_milk_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2,C,-32.625,-12.657666206359863,19.967333793640137,3.1830643009890534e-06
model: mini -> 4o at T0,task_07_milk_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2,D,-32.625,-15.157666206359863,17.467333793640137,2.612818225442531e-07
model: mini -> 4o at T0,task_07_milk_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0, B,-22.625,-15.585736274719238,7.039263725280762,1.7014523668702935e-07
model: mini -> 4o at T0,task_07_milk_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,A,-20.0,-4.8826117515563965,15.117388248443604,0.007577196341222369
model: mini -> 4o at T0,task_07_milk_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,B,0.0,-0.007611720357090235,-0.007611720357090235,-0.007582824575709912
model: mini -> 4o at T0,task_07_milk_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,C,-21.5,-12.320111274719238,9.179888725280762,4.460657541196373e-06
model: mini -> 4o at T0,task_07_milk_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,D,-23.625,-15.945111274719238,7.679888725280762,1.1882982518342483e-07
model: mini -> 4o at T0,task_07_milk_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,F,-24.25,-15.366986274719238,8.883013725280762,2.1190558615496928e-07
model: mini -> 4o at T0,task_07_milk_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,G,-23.625,-18.288862228393555,5.336137771606445,1.1354084563016006e-08
model: mini -> 4o at T0,task_07_milk_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,N,-22.25,-17.663862228393555,4.586137771606445,2.109759738800737e-08
model: mini -> 4o at T0,task_07_milk_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1, B,-22.25,-15.739295959472656,6.510704040527344,1.458358009821065e-07
model: mini -> 4o at T0,task_07_milk_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1,A,-19.25,-5.3174214363098145,13.932578563690186,0.004905381918805102
model: mini -> 4o at T0,task_07_milk_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1,B,0.0,-0.004921343177556992,-0.004921343177556992,-0.004909253209313347
model: mini -> 4o at T0,task_07_milk_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1,C,-21.125,-12.754920959472656,8.370079040527344,2.8874041324283147e-06
model: mini -> 4o at T0,task_07_milk_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1,D,-23.5,-16.114295959472656,7.385704040527344,1.0031845050028638e-07
model: mini -> 4o at T0,task_07_milk_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1,F,-23.875,-16.051795959472656,7.823204040527344,1.0681191248071661e-07
model: mini -> 4o at T0,task_07_milk_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1,G,-23.75,-18.551795959472656,5.198204040527344,8.722693424046296e-09
model: mini -> 4o at T0,task_07_milk_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1,N,-22.5,-17.504920959472656,4.995079040527344,2.4817540046067965e-08
model: mini -> 4o at T0,task_07_milk_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2, B,-22.25,-15.739295959472656,6.510704040527344,1.458358009821065e-07
model: mini -> 4o at T0,task_07_milk_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2,A,-19.25,-5.3174214363098145,13.932578563690186,0.004905381918805102
model: mini -> 4o at T0,task_07_milk_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2,B,0.0,-0.004921343177556992,-0.004921343177556992,-0.004909253209313347
model: mini -> 4o at T0,task_07_milk_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2,C,-21.125,-12.754920959472656,8.370079040527344,2.8874041324283147e-06
model: mini -> 4o at T0,task_07_milk_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2,D,-23.5,-16.114295959472656,7.385704040527344,1.0031845050028638e-07
model: mini -> 4o at T0,task_07_milk_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2,F,-23.875,-16.051795959472656,7.823204040527344,1.0681191248071661e-07
model: mini -> 4o at T0,task_07_milk_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2,G,-23.75,-18.551795959472656,5.198204040527344,8.722693424046296e-09
model: mini -> 4o at T0,task_07_milk_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2,N,-22.5,-17.504920959472656,4.995079040527344,2.4817540046067965e-08
model: mini -> 4o at T0,task_08_chocolate_pudding_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,A,-21.5,-11.267366409301758,10.232633590698242,1.2782897837815702e-05
model: mini -> 4o at T0,task_08_chocolate_pudding_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,B,-23.625,-9.736116409301758,13.888883590698242,5.9109592412637446e-05
model: mini -> 4o at T0,task_08_chocolate_pudding_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,C,-25.0,-9.986116409301758,15.013883590698242,4.603462574792844e-05
model: mini -> 4o at T0,task_08_chocolate_pudding_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,D,-23.5,-11.032991409301758,12.467008590698242,1.6159616106159138e-05
model: mini -> 4o at T0,task_08_chocolate_pudding_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,E,-18.0,-8.282991409301758,9.717008590698242,0.00025276466977873225
model: mini -> 4o at T0,task_08_chocolate_pudding_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,F,-25.5,-7.111116409301758,18.388883590698242,0.0008159835034010213
model: mini -> 4o at T0,task_08_chocolate_pudding_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,G,-1.9361264946837764e-07,-7.548616409301758,-7.548616215689108,-0.9994729678353703
model: mini -> 4o at T0,task_08_chocolate_pudding_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,N,-16.0,-0.0017412242013961077,15.998258775798604,0.9982601783148133
model: mini -> 4o at T0,task_08_chocolate_pudding_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1,A,-21.5,-11.111791610717773,10.388208389282227,1.4934711781912771e-05
model: mini -> 4o at T0,task_08_chocolate_pudding_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1,B,-23.625,-9.518041610717773,14.106958389282227,7.35134365757375e-05
model: mini -> 4o at T0,task_08_chocolate_pudding_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1,C,-25.0,-9.846166610717773,15.153833389282227,5.294976770429815e-05
model: mini -> 4o at T0,task_08_chocolate_pudding_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1,D,-23.5,-10.924291610717773,12.575708389282227,1.801519362825252e-05
model: mini -> 4o at T0,task_08_chocolate_pudding_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1,E,-18.0,-7.768041610717773,10.231958389282227,0.00042302570494951727
model: mini -> 4o at T0,task_08_chocolate_pudding_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1,F,-25.5,-6.752416610717773,18.747583389282227,0.0011680534683472408
model: mini -> 4o at T0,task_08_chocolate_pudding_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1,G,-1.9361264946837764e-07,-7.330541610717773,-7.330541417105124,-0.9993445877697883
model: mini -> 4o at T0,task_08_chocolate_pudding_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1,N,-16.0,-0.0024166801013052464,15.997583319898695,0.9975861251839232
model: mini -> 4o at T0,task_08_chocolate_pudding_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2,A,-19.625001907348633,-11.111791610717773,8.51321029663086,1.4932172732345837e-05
model: mini -> 4o at T0,task_08_chocolate_pudding_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2,B,-21.500001907348633,-9.518041610717773,11.98196029663086,7.351303159896035e-05
model: mini -> 4o at T0,task_08_chocolate_pudding_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2,C,-23.750001907348633,-9.846166610717773,13.90383529663086,5.2949733118647404e-05
model: mini -> 4o at T0,task_08_chocolate_pudding_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2,D,-22.750001907348633,-10.924291610717773,11.82571029663086,1.801512410480737e-05
model: mini -> 4o at T0,task_08_chocolate_pudding_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2,E,-16.750001907348633,-7.768041610717773,8.98196029663086,0.00042298777717810816
model: mini -> 4o at T0,task_08_chocolate_pudding_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2,F,-24.875001907348633,-6.752416610717773,18.12258529663086,0.0011680534610336326
model: mini -> 4o at T0,task_08_chocolate_pudding_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2,G,-1.8624639324116288e-06,-7.330541610717773,-7.330539748253841,-0.999342918920221
model: mini -> 4o at T0,task_08_chocolate_pudding_state_00,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,2,2,N,-13.250001907348633,-0.0024166801013052464,13.247585227247328,0.9975844773761434
model: mini -> 4o at T0,task_08_chocolate_pudding_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,A,-22.375,-9.833952903747559,12.541047096252441,5.3600268501926186e-05
model: mini -> 4o at T0,task_08_chocolate_pudding_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,B,-19.125,-8.365202903747559,10.759797096252441,0.0002328248415049165
model: mini -> 4o at T0,task_08_chocolate_pudding_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,C,-23.375,-9.552702903747559,13.822297096252441,7.100900223028831e-05
model: mini -> 4o at T0,task_08_chocolate_pudding_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,D,-24.75,-11.177702903747559,13.572297096252441,1.3982497639215381e-05
model: mini -> 4o at T0,task_08_chocolate_pudding_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,E,-14.250000953674316,-5.865202903747559,8.384798049926758,0.002835799866673778
model: mini -> 4o at T0,task_08_chocolate_pudding_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,F,-24.875,-6.599577903747559,18.27542209625244,0.001360942349263587
model: mini -> 4o at T0,task_08_chocolate_pudding_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,G,-6.704273118884885e-07,-6.693327903747559,-6.693327233320247,-0.9987601774483387
model: mini -> 4o at T0,task_08_chocolate_pudding_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,0,0,N,-23.75,-0.005827948916703463,23.744172051083297,0.9941890005860858
model: mini -> 4o at T0,task_08_chocolate_pudding_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1,A,-22.25,-9.833952903747559,12.416047096252441,5.360024297508406e-05
model: mini -> 4o at T0,task_08_chocolate_pudding_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1,B,-19.625,-8.365202903747559,11.259797096252441,0.0002328267869945936
model: mini -> 4o at T0,task_08_chocolate_pudding_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1,C,-23.625,-9.552702903747559,14.072297096252441,7.100901783120332e-05
model: mini -> 4o at T0,task_08_chocolate_pudding_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1,D,-24.75,-11.177702903747559,13.572297096252441,1.3982497639215381e-05
model: mini -> 4o at T0,task_08_chocolate_pudding_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1,E,-15.0,-5.865202903747559,9.134797096252441,0.002836141558953266
model: mini -> 4o at T0,task_08_chocolate_pudding_state_01,gpt-4.1-mini-2025-04-14,gpt-4o-2024-08-06,0.0,0.0,1,1,F,-25.125,-6.599577903747559,18.52542209625244,0.0013609423527446217
